DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
1,Monday,11AM,3PM,14MFF-0113,1 SANSOME ST,,"Tacos, Burritos, Tortas, Quesadillas, Mexican Drinks, Aguas Frescas",560699,736632,11:00,15:00,11542000,03/04/2011 10:52:16 AM,07/22/2011 12:45:55 PM,0289,003,N,"Santana ESG, Inc.",6012494.74957,2115792.60905,37.7902665460329,-122.400629258559,
1,Monday,11AM,3PM,14MFF-0087,100 SPEAR ST,Truck located on the East side of Spear St. 30 feet South of Misson St.,Peruvian Food,530483,72138,11:00,15:00,12045000,10/05/2012 10:37:42 AM,10/05/2012 10:39:41 AM,3717,001,N,Sanguchon,6014408.02769,2116553.28485,37.7924617059078,-122.394062679127,
1,Monday,11AM,3PM,14MFF-0132,170 OTIS ST,"6:45am to 8:30am, 11:30am to 3pm","Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",597858,737132,11:00,15:00,10048000,05/12/2011 08:30:17 AM,10/24/2011 04:39:33 PM,3513,007,Y,BH & MT LLC,6006672.39446,2108737.26794,37.7705678488858,-122.420273262356,
1,Monday,11AM,3PM,14MFF-0086,475 CALIFORNIA ST,Truck located on the south side of Califonia St. 30 feet east of Montgomery St.,Peruvian food,530479,72133,11:00,15:00,3529000,08/01/2011 03:41:04 PM,08/01/2011 03:41:34 PM,0260,010,N,Sanguchon,6012011.95286,2116742.06745,37.7928465951332,-122.402366496939,
1,Monday,11AM,4PM,14MFF-0061,1655 MISSION ST,Truck located on the Mission St frontage.,"BBQ Sandwiches, BBQ lunch platters, sides (corn bread, beans, chili, potato salad, coleslaw), water, sodas, energy drinks, housemade iced tea.",526489,70892,11:00,16:00,24388000,10/05/2011 04:56:33 PM,01/26/2012 04:07:34 PM,3514,119,N,Smokin Warehouse Barbecue,6006933.45393,2109036.11835,37.7714031279036,-122.419391457507,
1,Monday,11AM,5PM,13MFF-0112,1700 JERROLD AVE,11:30am-5:00pm,"Tacos, Burritos , Tortas, Quesadillas & Beverages",453013,58348,11:00,17:00,7498000,10/25/2011 08:53:10 AM,10/25/2011 08:53:27 AM,5262,009,N,Tacos Santana,6014824.34611,2097412.82042,37.7399293110874,-122.391283611001,
1,Monday,11AM,6PM,14MFF-0070,934 BRANNAN ST,Truck located in front of entrance,"Italian subs, Cuban sandwich, Gyro",528309,71985,11:00,18:00,3089000,03/07/2011 02:13:02 PM,03/07/2011 02:13:40 PM,3781,008,N,Subs on Hubs,6010789.31566,2108770.9025,37.7708913228568,-122.40603508975,
1,Monday,11AM,7PM,14MFF-0043,801 MARKET ST,Located on south side of Market Street 40 LF west of 4th Street near curb,Kettle Corn,526187,68276,11:00,19:00,8747102,05/13/2011 08:43:14 AM,05/13/2011 08:43:36 AM,3705Z,001,N,Creme Brulee To Go,6010973.02311,2114153.60775,37.7856812513257,-122.405778850215,
1,Monday,11AM,8PM,15MFF-0002,1 DRUMM ST,Push-cart located on North Side of Market St.,"Chicken gyro, lamb gyro, chicken over rice, lamb over rice",613882,737191,11:00,20:00,4969000,01/27/2015 10:16:16 AM,01/27/2015 10:16:33 AM,0264,004,N,Halal Gyro Express,6013746.5108,2116857.14184,37.7932592372728,-122.396372870735,
1,Monday,11AM,9PM,14MFF-0056,532 MARKET ST,"Push cart located on Market St curbside along the concrete pillars, east of the Sutter St and Sansome St intersection.",Creme Brulee,526417,70701,11:00,21:00,8742201,10/25/2011 11:38:11 AM,10/25/2011 11:39:03 AM,0290,012,N,The Creme Brulee Cart,6012827.29795,2116012.84151,37.7908897937244,-122.399494126212,
1,Monday,12AM,3AM,13MFF-0114,3091 16TH ST,Push cart located on the sidewalk fronting 3091 16th St. a minimum clearance of 6' east from the existing newstand,Pupusas,456842,58376,00:00,03:00,731000,06/25/2013 09:31:03 AM,11/07/2013 02:58:08 PM,3569,049,N,Panchita's No. 2,6006247.97438,2106674.44419,37.7648798999969,-122.421594806498,
1,Monday,12PM,1PM,14MFF-0010,100 CALIFORNIA ST,Located in the yellow meter,Cupcakes,520247,58738,12:00,13:00,3525000,03/08/2011 10:59:26 AM,10/25/2011 03:26:23 PM,0236,017,N,Kara's Cupcakes,6013378.46615,2116973.5342,37.7935583358987,-122.397654505859,
1,Monday,12PM,1PM,14MFF-0018,1000 HOLLISTER AVE,12:00pm-12:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525563,58843,12:00,13:00,6961000,08/31/2011 01:24:17 PM,08/31/2011 01:24:32 PM,4943,002,Y,Singh Brothers Ice Cream,6014872.20285,2089703.55732,37.7187638807592,-122.390579577708,
1,Monday,12PM,1PM,14MFF-0092,1082 PENNSYLVANIA AVE,12:40pm-12:45pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532524,72367,12:00,13:00,10337002,10/24/2011 04:34:56 PM,10/24/2011 04:35:15 PM,4224,095,Y,May Sun Kitchen,6014501.62402,2102078.27917,37.7527217661049,-122.392725753817,
1,Monday,12PM,1PM,14MFF-0018,1173 INGERSON AVE,Set-up at 1199 Ingerson Ave: 12:15pm-12:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525564,58844,12:00,13:00,7252000,08/31/2011 01:27:34 PM,08/31/2011 01:29:01 PM,4968,035,Y,Singh Brothers Ice Cream,6013343.35232,2090443.81768,37.7207115524695,-122.395916084904,
1,Monday,12PM,1PM,14MFF-0092,1255 22ND ST,12:12pm-12:17pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532521,72352,12:00,13:00,1165000,10/24/2011 04:32:48 PM,10/24/2011 04:33:05 PM,4167,009,Y,May Sun Kitchen,6014127.95906,2103838.591,37.757534443698,-122.394141190871,
1,Monday,12PM,1PM,14MFF-0055,1345 TURK ST,10:00am-10:15am & 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",526406,70693,12:00,13:00,12728000,08/09/2011 11:05:28 AM,08/09/2011 11:05:51 AM,0756,001,Y,Munch A Bunch,6003593.05269,2112440.56598,37.7805621947803,-122.431189105466,
1,Monday,12PM,1PM,14MFF-0107,145 KING ST,"9:40am-9:45am, 12:00pm-12:05pm","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages",554536,736419,12:00,13:00,7832101,09/07/2011 04:12:09 PM,09/07/2011 04:12:40 PM,3794,003C,Y,Steve's Mobile Deli,6015358.90503249,2111600.82386693,37.7789161780122,-122.390426395944,
1,Monday,12PM,1PM,14MFF-0092,2030 03RD ST,12:35pm-12:40pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532523,72362,12:00,13:00,187201,10/24/2011 04:34:11 PM,10/24/2011 04:34:30 PM,3995,105,Y,May Sun Kitchen,6015677.29531,2106131.10604,37.7639151913093,-122.388942967508,
1,Monday,12PM,1PM,14MFF-0018,2900 GRIFFITH ST,12:30pm-12:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525565,58849,12:00,13:00,6548000,09/14/2011 09:20:54 AM,09/14/2011 09:30:52 AM,4973,001,Y,Singh Brothers Ice Cream,6015212.95063,2089043.01717,37.7169690643397,-122.389355637131,
1,Monday,12PM,1PM,14MFF-0092,500 FRANCISCO ST,12:17pm-12:20pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532522,72357,12:00,13:00,5762000,10/24/2011 04:33:26 PM,10/24/2011 04:33:46 PM,0042,022,Y,May Sun Kitchen,6008887.5091,2121134.53358,37.8047323091815,-122.413488050797,
1,Monday,12PM,1PM,14MFF-0092,601 MARIPOSA ST,"9:40am-9:45am, 12:20pm-12:25pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532505,72267,12:00,13:00,8714000,10/24/2011 04:15:23 PM,10/24/2011 04:15:45 PM,3996,013,Y,May Sun Kitchen,6015409.88913,2106241.56276,37.764203655834,-122.389875569211,
1,Monday,12PM,1PM,14MFF-0092,640 TENNESSEE ST,"9:10am-9:15am, 12:25pm-12:30pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532501,72242,12:00,13:00,12482000,10/24/2011 04:09:50 PM,10/24/2011 04:10:14 PM,3996,012,Y,May Sun Kitchen,6015407.52592,2106068.769,37.7637290705316,-122.389871672284,
1,Monday,12PM,1PM,14MFF-0092,700 PENNSYLVANIA AVE,"9:50am-9:55am, 12:07pm-12:11pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532507,72282,12:00,13:00,10336000,10/24/2011 04:17:07 PM,10/24/2011 04:17:30 PM,4167,010,Y,May Sun Kitchen,6014404.74371,2103845.96013,37.7575700580023,-122.393184466145,
1,Monday,12PM,1PM,14MFF-0107,750 02ND ST,"7:00am-7:05am, 10:30am-10:40am, 12:06pm-12:15pm","Cold Truck: Pre-packaged sandwiches, Burgers, Hot Dogs, Muffin Sandwiches, Enchiladas, Bagels, Burritos, Salads, Snacks, Beverages",554527,736345,12:00,13:00,148000,09/07/2011 03:33:16 PM,09/07/2011 03:34:22 PM,3794,002A,Y,Steve's Mobile Deli,6015462.86233,2112061.94317,37.780188074444,-122.390098985325,
1,Monday,12PM,1PM,14MFF-0018,800 JAMESTOWN AVE,12:45pm-1:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525566,58854,12:00,13:00,7428000,09/14/2011 09:31:35 AM,09/14/2011 09:31:52 AM,4973,034,Y,Singh Brothers Ice Cream,6015030.29474,2088771.04143,37.7162121435373,-122.389968007493,
1,Monday,12PM,1PM,14MFF-0092,951 INDIANA ST,12:00pm-12:06pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",532520,72347,12:00,13:00,7195000,10/24/2011 04:32:03 PM,10/24/2011 04:32:20 PM,4106,024,Y,May Sun Kitchen,6014993.98346,2104151.16802,37.7584408101697,-122.391167953092,
1,Monday,12PM,4PM,14MFF-0064,340 BRANNAN ST,80 LF north of NW corner Brannan and Jack London Alley,"Seafood, meats and desserts",526844,70909,12:00,16:00,3075000,03/08/2011 01:44:33 PM,06/14/2011 12:44:53 PM,3775,015,N,Fins on the Hoof / Saveurs,6014620.4851,2112434.25961,37.7811636144171,-122.39303923437,
1,Monday,12PM,5PM,14MFF-0015,625 02ND ST,In front of 625 2nd Street entrance way,Indian Street Food,521812,58821,12:00,17:00,147000,03/07/2011 10:51:55 AM,11/29/2012 02:22:47 PM,3789,007,N,"VK Industries, Inc.",6015032.05811,2112571.15572,37.7815623541021,-122.391624958655,
1,Monday,1PM,2PM,14MFF-0018,1060 KEY AVE,Set-up at 1000 Key Ave: 1:00pm-1:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525567,58859,13:00,14:00,7819000,09/14/2011 10:12:04 AM,09/14/2011 10:12:16 AM,4994,002,Y,Singh Brothers Ice Cream,6013084.39397,2089987.69124,37.7194447104044,-122.396779269073,
1,Monday,1PM,2PM,14MFF-0018,1475 DONNER AVE,Set-up at 1500 Donner Ave: 1:30pm-1:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525569,58869,13:00,14:00,4908000,09/14/2011 10:15:31 AM,09/14/2011 10:16:14 AM,4910,023,Y,Singh Brothers Ice Cream,6014603.25513,2091241.21701,37.7229710660157,-122.391616677859,
1,Monday,1PM,2PM,14MFF-0018,1562 BANCROFT AVE,Set-up at 1600 Bancroft Ave: 1:45pm-2:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525570,58874,13:00,14:00,2710000,09/14/2011 10:19:14 AM,09/14/2011 10:19:28 AM,4849,006,Y,Singh Brothers Ice Cream,6014494.50146,2092073.63088,37.7252506712014,-122.392050803801,
1,Monday,1PM,2PM,14MFF-0018,3444 JENNINGS ST,1:15pm-1:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525568,58864,13:00,14:00,7492000,09/14/2011 10:13:00 AM,09/14/2011 10:13:15 AM,4995,005,Y,Singh Brothers Ice Cream,6013216.10917,2089707.50609,37.7186827082609,-122.396304347601,
1,Monday,1PM,2PM,14MFF-0010,531 MISSION ST,Located in the Yellow meter approximately 20' from Shaw Alley,Cupcakes,520249,58764,13:00,14:00,9089000,03/08/2011 11:16:11 AM,10/25/2011 03:50:00 PM,3721,122,N,Kara's Cupcakes,6013132.25947,2115333.07148,37.7890402978513,-122.398391248497,
1,Monday,2PM,3PM,14MFF-0018,1101 PALOU AVE,2:30pm-2:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525573,58889,14:00,15:00,10218000,09/14/2011 10:22:47 AM,09/14/2011 10:23:00 AM,4757,024,Y,Singh Brothers Ice Cream,6017523.88143,2093256.05205,37.72866509729,-122.381660626351,
1,Monday,2PM,3PM,14MFF-0018,1104 FITZGERALD AVE,Set-up at 1100 Fitzgerald Ave: 2:15pm-2:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525572,58884,14:00,15:00,5599000,09/14/2011 10:21:06 AM,09/14/2011 10:21:19 AM,4914,022,Y,Singh Brothers Ice Cream,6015180.74956,2090163.4585,37.7200437918897,-122.389545147791,
1,Monday,2PM,3PM,14MFF-0018,1420 YOSEMITE AVE,Set-up at 1418 Yosemite Ave: 2:45pm-3:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525574,58894,14:00,15:00,13780000,09/14/2011 10:24:12 AM,09/14/2011 10:24:26 AM,4831,012,Y,Singh Brothers Ice Cream,6015575.8009,2091963.8677,37.7250092583289,-122.388305168263,
1,Monday,2PM,3PM,14MFF-0018,1550 WALLACE AVE,2:00pm-2:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525571,58879,14:00,15:00,13356000,09/14/2011 10:19:54 AM,09/14/2011 10:20:07 AM,4829,006,Y,Singh Brothers Ice Cream,6015056.87973,2092699.57939,37.7270006086593,-122.390150411037,
1,Monday,2PM,3PM,14MFF-0021,370 DRUMM ST,Set-up on the North side of Washington St in the yellow zone,"Chicken Tiki Masala Burritos, Paneer Tiki Masala Burritos, Samosas, Mango Lassi",525603,58959,14:00,15:00,24571000,03/07/2011 10:32:07 AM,03/07/2011 10:33:13 AM,0201,012,N,Curry Up Now,6013588.43798,2118217.06525,37.796984468437,-122.397015212071,
1,Monday,2PM,3PM,14MFF-0010,400 HOWARD ST,Located in the yellow meters approximately 30' from the intersection of Howard & 1st St.,Cupcakes,520248,58758,14:00,15:00,7032000,03/08/2011 11:09:04 AM,10/25/2011 03:31:30 PM,3720,008,N,Kara's Cupcakes,6014048.2034,2115391.83668,37.7892526344794,-122.395226296171,
1,Monday,3PM,4PM,14MFF-0010,100 CALIFORNIA ST,Located in the yellow meter,Cupcakes,520247,58736,15:00,16:00,3525000,03/08/2011 10:59:26 AM,10/25/2011 03:26:23 PM,0236,017,N,Kara's Cupcakes,6013378.46615,2116973.5342,37.7935583358987,-122.397654505859,
1,Monday,3PM,4PM,14MFF-0018,1191 QUESADA AVE,Set-up at 1175 Quesada Ave: 3:30pm-3:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525577,58909,15:00,16:00,10810000,09/14/2011 10:34:30 AM,09/14/2011 10:34:46 AM,4763,042,Y,Singh Brothers Ice Cream,6017493.15106,2092929.72245,37.7277673630583,-122.381744176999,
1,Monday,3PM,4PM,14MFF-0018,1207 SHAFTER AVE,3:45pm-4:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525578,58916,15:00,16:00,11783000,09/14/2011 10:39:59 AM,09/14/2011 10:40:17 AM,4792,001A,Y,Singh Brothers Ice Cream,6016992.52334,2092604.44151,37.7268465488127,-122.383452238716,
1,Monday,3PM,4PM,14MFF-0018,2115 JENNINGS ST,3:00pm-3:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525575,58899,15:00,16:00,7479000,09/14/2011 10:25:00 AM,09/14/2011 10:25:12 AM,4828,021,Y,Singh Brothers Ice Cream,6015472.89368,2092657.77925,37.7269088991548,-122.388709328768,
1,Monday,3PM,4PM,14MFF-0018,297 HARBOR RD,Set-up at 1300 Hudson Ave (@ Westbrook Ct): 3:15pm-3:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525576,58904,15:00,16:00,6671000,09/14/2011 10:32:30 AM,09/14/2011 10:32:47 AM,4712,008,Y,Singh Brothers Ice Cream,6018104.37365,2094944.59402,37.7333335390711,-122.379771076719,
1,Monday,4PM,10PM,14MFF-0094,1800 FOLSOM ST,4:00pm-10:00pm,"Mexican food: tacos, burritos, tortas, various meat and chicken and fish plate, chile relleno plate, fish plate, bread, flan, rice pudding, bread, fruit juice, vegetable juice, coffee, tea",532728,72481,16:00,22:00,5688000,07/25/2011 09:24:26 AM,07/25/2011 09:24:41 AM,3549,083,N,Tacos El Primo,6007984.73596,2107951.88938,37.7684852443803,-122.415678229807,
1,Monday,4PM,10PM,14MFF-0103,2355 FOLSOM ST,"Located on the West side of the Harrison St frontage , just South of the Mistral St intersection","Tacos, Burritos, Tortas, Quesadillas, Drinks",547026,736206,16:00,22:00,6752000,03/04/2011 11:54:56 AM,03/04/2011 11:56:28 AM,3593,035,N,El Tonayense #60,6008199.4147947,2104720.12550386,37.7596236343405,-122.414706934828,
1,Monday,4PM,10PM,14MFF-0094,345 WILLIAMS AVE,"Set-up at 355 Williams Ave: 4:15pm-10:00pm (M-F), 8:00am-10:00pm (Sun)","Mexican food: tacos, burritos, tortas, various meat and chicken and fish plate, chile relleno plate, fish plate, bread, flan, rice pudding, bread, fruit juice, vegetable juice, coffee, tea",532729,72488,16:00,22:00,13660000,07/25/2011 09:26:43 AM,07/25/2011 09:27:13 AM,5423A,009,N,Tacos El Primo,6012474.13913,2093893.8025,37.7301361101663,-122.399162749749,
1,Monday,4PM,5PM,14MFF-0018,1309 INGALLS ST,Set-up at 1200 Ingalls St (@ George Ct): 4:00pm-4:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525579,58919,16:00,17:00,7223000,09/14/2011 10:42:07 AM,09/14/2011 10:42:24 AM,4714,002,Y,Singh Brothers Ice Cream,6017347.69961,2093944.83913,37.7305466419334,-122.382317604257,
1,Monday,4PM,5PM,14MFF-0018,1698 KIRKWOOD AVE,Set-up at 1700 Kirkwood Ave: 4:30pm-4:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525581,58929,16:00,17:00,7895000,09/14/2011 10:45:51 AM,09/14/2011 10:46:07 AM,5279,027,Y,Singh Brothers Ice Cream,6014688.98127,2097164.80748,37.7392408053026,-122.391734313508,
1,Monday,4PM,5PM,14MFF-0018,195 KISKA RD,4:15pm-4:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525580,58924,16:00,17:00,4938000,09/14/2011 10:44:23 AM,09/14/2011 10:44:39 AM,4700,052,Y,Singh Brothers Ice Cream,6018894.20641,2093709.40093,37.7299854741476,-122.376954714967,
1,Monday,4PM,5PM,14MFF-0018,35 NIBBI CT,4:45pm-5:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525582,58934,16:00,17:00,9602000,09/14/2011 10:47:36 AM,09/14/2011 10:47:51 AM,5079,004,Y,Singh Brothers Ice Cream,6013108.50289,2086688.0925,37.7103860077608,-122.396464771663,
1,Monday,4PM,5PM,14MFF-0010,400 HOWARD ST,Located in the yellow meters approximately 30' from the intersection of Howard & 1st St.,Cupcakes,520248,58759,16:00,17:00,7032000,03/08/2011 11:09:04 AM,10/25/2011 03:31:30 PM,3720,008,N,Kara's Cupcakes,6014048.2034,2115391.83668,37.7892526344794,-122.395226296171,
1,Monday,5AM,6AM,14MFF-0055,2222 17TH ST,5:30AM TO 6AM MON - FRI,"Cold Truck: packaged sandwiches, pitas, breakfast, cold and hot drinks, snacks",526398,70648,05:00,06:00,784000,05/19/2011 01:25:10 PM,06/26/2012 10:53:58 AM,3960,001,Y,Munch A Bunch,6010839.43659,2106495.60184,37.7646466688009,-122.405701430585,
1,Monday,5PM,10PM,13MFF-0112,2142 JERROLD AVE,Set-up at 2100 Jerrold Ave: 5:00pm-9:30pm,"Tacos, Burritos , Tortas, Quesadillas & Beverages",453014,58338,17:00,22:00,7501000,10/25/2011 08:58:59 AM,10/25/2011 08:59:27 AM,5230,011,N,Tacos Santana,6012560.69539,2099100.15603,37.7444364893036,-122.399228839168,
1,Monday,5PM,11PM,14MFF-0030,2772 MARIPOSA ST,Located on the north side of Mariposa west near the curb cut of intersection of Bryant and Mariposa Streets.,Wood Fired Pizzas,526090,68165,17:00,23:00,8733000,08/07/2012 09:20:43 AM,08/07/2012 09:21:30 AM,3970,004,N,"Del Popolo, LLC.",6009312.70102,2105942.80007,37.7630433072676,-122.410942976716,
1,Monday,5PM,6PM,14MFF-0010,118 KING ST,Located approximately 20' West of the King/2nd St crosswalk,Cupcakes,520246,58727,17:00,18:00,7832201,03/08/2011 10:53:56 AM,10/25/2011 03:15:06 PM,3794,010,N,Kara's Cupcakes,6015443.00709,2111862.81328,37.7796402072113,-122.390153758805,
1,Monday,5PM,6PM,14MFF-0018,360 PENINSULA AVE,5:00pm-5:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",525583,58939,17:00,18:00,10327000,09/14/2011 10:50:40 AM,09/14/2011 10:51:02 AM,5083,009,Y,Singh Brothers Ice Cream,6012279.71916,2086946.72593,37.7110500071211,-122.39934738525,
1,Monday,5PM,8PM,11MFF-0039,333 MARKET ST,Located on the South Wst Corner of Market & Beale.  2nd Yellow Parking Metered Space.,"Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.",305715,407,17:00,20:00,2863000,03/07/2011 04:06:03 PM,03/07/2011 04:10:56 PM,3710,020,N,Bombay Blvd.,6013387.52482,2116443.46243,37.7921033879545,-122.397585967453,
1,Monday,5PM,8PM,11MFF-0039,50 MAIN ST,"Located 32' from the pedestrian crosswalk, crossing Main St.","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.",305709,392,17:00,20:00,8627000,03/07/2011 03:39:16 PM,03/07/2011 04:00:38 PM,3711,018,N,Bombay Blvd.,6013914.11331,2116552.08545,37.7924309489844,-122.395771565795,
1,Monday,5PM,8PM,11MFF-0040,561 MISSION ST,Yellow Zone,"Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.",305727,420,17:00,20:00,9090000,03/07/2011 04:27:00 PM,03/07/2011 04:29:04 PM,3721,079,,Bombay Blvd.,6012947.16768,2115156.26681,37.7885445211484,-122.399019231479,
1,Monday,5PM,8PM,11MFF-0040,86 03RD ST,"Located in the yellow zone, red parking metered spot, third spot.","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.",305735,434,17:00,20:00,165000,03/07/2011 04:36:55 PM,03/07/2011 04:38:19 PM,3706,093,,Bombay Blvd.,6011984.13271,2114388.83459,37.7863836212372,-122.402297224865,
1,Monday,6AM,10AM,14MFF-0019,84 02ND ST,Truck located 49' NW of the 2nd St/ Mission St intersection,Espresso Drinks,525587,58944,06:00,10:00,131000,10/17/2011 11:25:24 AM,06/29/2012 10:08:02 AM,3707,011,N,"Expresso Subito, LLC.",6012626.49999,2115032.16422,37.7881858902879,-122.400119980486,
1,Monday,6AM,10PM,14MFF-0089,491 BAY SHORE BLVD,Truck located approximately 200 linear feet North of the Cortland and Bay Shore Blvd intersection. First parking space next to the yellow zone that clears the tree.,"Tacos, Burritos, Quesadillas, Tortas, Nachos, Hot Dogs,Soda, Water, Fruit Drinks",532142,72155,06:00,22:00,2801101,09/17/2012 12:09:31 PM,09/17/2012 12:11:09 PM,5598,008,N,San Pancho's Tacos,6010304.31738,2097376.17095,37.7395767907782,-122.406909482372,
1,Monday,6AM,12AM,14MFF-0084,1 THE EMBARCADERO,"Northeast Corner of Sacramento & Battery, on Sacramento. 58' East of the intersection.","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",530356,72120,06:00,24:00,11222000,09/06/2011 02:23:02 PM,09/06/2011 02:23:17 PM,0230,028,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6015958.31535,2112655.92683,37.7818464873205,-122.388426441806,
1,Monday,6AM,12AM,14MFF-0081,100 GEARY ST,"Northwest Corner of Grant & Geary St, on Geary","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",530349,72099,06:00,24:00,6108000,09/06/2011 10:27:06 AM,09/06/2011 10:27:21 AM,0309,003,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6011185.29921,2114925.94965,37.7878137881663,-122.405098834861,
1,Monday,6AM,12AM,14MFF-0083,100 POST ST,"Corner of Post and Kearny, on Post","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",530355,72113,06:00,24:00,10625000,09/06/2011 12:42:53 PM,09/06/2011 12:50:21 PM,0294,004,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6011600.06831,2115329.85806,37.7889460031071,-122.403692234115,
1,Monday,6AM,12AM,14MFF-0082,2 MONTGOMERY ST,"Northeast Corner of Market & Montgomery St, on Market","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",530353,72106,06:00,24:00,30735000,09/06/2011 11:07:31 AM,09/06/2011 11:07:46 AM,0291,007,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6012109.20022,2115389.99682,37.7891395577013,-122.401934924896,
1,Monday,6AM,12AM,14MFF-0078,233 GEARY ST,Fronting 229 Geary St at Stockton St,"Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",530346,72078,06:00,24:00,6109000,09/02/2011 10:05:36 AM,09/02/2011 10:05:51 AM,0314,001,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6010595.60275,2114803.08271,37.787443441473,-122.407130420012,
